 2.50  3500. -4.5  2.0   0.4658   0.3743   0.4905 
 3.00  3500. -4.5  2.0   0.4713   0.3807   0.4838 
 0.00  3750. -4.5  2.0   0.5877   0.5510   0.1867 
 0.50  3750. -4.5  2.0   0.5686   0.5198   0.2466 
 1.00  3750. -4.5  2.0   0.5391   0.4793   0.3096 
 1.50  3750. -4.5  2.0   0.4851   0.4093   0.4101 
 2.00  3750. -4.5  2.0   0.4254   0.3354   0.5090 
 2.50  3750. -4.5  2.0   0.3922   0.2971   0.5553 
 3.00  3750. -4.5  2.0   0.3852   0.2881   0.5719 
 3.50  3750. -4.5  2.0   0.4149   0.3085   0.6019 
 0.00  4000. -4.5  2.0   0.5712   0.5306   0.2148 
 0.50  4000. -4.5  2.0   0.5491   0.4972   0.2749 
 1.00  4000. -4.5  2.0   0.5256   0.4626   0.3367 
 1.50  4000. -4.5  2.0   0.5011   0.4291   0.3915 
 2.00  4000. -4.5  2.0   0.4564   0.3817   0.4249 
 2.50  4000. -4.5  2.0   0.3949   0.3115   0.4966 
 3.00  4000. -4.5  2.0   0.3492   0.2608   0.5506 
 3.50  4000. -4.5  2.0   0.3292   0.2384   0.5784 
 4.00  4000. -4.5  2.0   0.3403   0.2394   0.6328 
 0.00  4250. -4.5  2.0   0.5562   0.5130   0.2355 
 0.50  4250. -4.5  2.0   0.5361   0.4848   0.2835 
 1.00  4250. -4.5  2.0   0.5146   0.4541   0.3373 
 1.50  4250. -4.5  2.0   0.4946   0.4267   0.3825 
 2.00  4250. -4.5  2.0   0.4757   0.4024   0.4180 
 2.50  4250. -4.5  2.0   0.4462   0.3740   0.4197 
 3.00  4250. -4.5  2.0   0.3958   0.3191   0.4653 
 3.50  4250. -4.5  2.0   0.3470   0.2667   0.5047 
 4.00  4250. -4.5  2.0   0.3123   0.2319   0.5267 
 4.50  4250. -4.5  2.0   0.2936   0.2141   0.5362 
 0.00  4500. -4.5  2.0   0.5416   0.4957   0.2526 
 0.50  4500. -4.5  2.0   0.5252   0.4740   0.2864 
 1.00  4500. -4.5  2.0   0.5083   0.4507   0.3263 
 1.50  4500. -4.5  2.0   0.4909   0.4263   0.3679 
